4.26377	-0.246009	-0.713813	-0.505371	3.81804	-0.209821	4.284	-0.1614	-0.9354	-0.3535
4.09612	-0.481578	-0.379387	-0.606134	4.1187	-0.4868	3.901	-0.2759	-0.9724	-0.2334
3.39878	-0.402485	-1.11965	0.118769	2.78808	-0.343825	3.5067	-0.3416	-0.994	-0.1097
3.09369	-0.568189	-0.714225	-0.501115	3.1236	-0.596	3.1072	-0.3573	-0.9999	0.0157
2.66415	-0.321269	-0.44364	0.510033	2.18711	-0.277933	2.709	-0.3228	-0.99	0.1409
2.1632	-0.158053	-1.36763	0.366234	2.104	-0.1587	2.3182	-0.2386	-0.9646	0.2639
1.80004	-0.0979849	-1.11862	0.136003	1.99288	-0.120117	1.941	-0.1062	-0.9239	0.3827
1.65302	-0.0599939	-0.265844	0.084907	1.7101	-0.0623	1.5835	0.0725	-0.8686	0.4955
1.36878	0.360994	-0.895538	1.10913	1.33237	0.317593	1.2511	0.2946	-0.7997	0.6004
1.10796	0.485282	-0.622405	0.0148779	1.1266	0.435	0.9492	0.5566	-0.7181	0.6959
0.734204	0.806397	0.200373	1.51919	0.249724	0.289599	0.6825	0.8543	-0.6252	0.7804
0.335818	1.43871	-1.24045	1.73889	0.2487	1.4372	0.4552	1.1832	-0.5225	0.8526
0.278061	2.07111	-0.0244168	1.01273	0.29455	2.26009	0.2709	1.5379	-0.4115	0.9114
-0.097436	2.03951	-1.23602	-0.230199	-0.1496	1.9592	0.1326	1.9129	-0.294	0.9558
-0.0176984	2.26884	0.186966	0.938994	0.0557791	2.05804	0.0423	2.3024	-0.1719	0.9851
-0.13901	2.57518	-0.46993	0.716992	-0.1686	2.5651	0.0016	2.7	-0.0471	0.9989
